"","price","bedrooms","bathrooms","Sqft_of_home","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","Sqft_of_livinge_room_2015","Sqft_of_lot_2015","Median_Income","Mean_Income","population","people_employed","people_educated","bachelor_degrees","grad_degrees","log_p"
"293",360000,4,2.5,2160,9528,2,0,0,3,9,2160,0,1992,2280,9937,71555,85389,32194,15530,21493,3623,1278,12.7938593104323
"294",580000,4,3,3280,11060,2,0,0,3,8,2270,1010,1986,2320,11004,73330,94174,33944,18957,24046,6177,2986,13.2707833825226
"295",550000,3,2,1970,4166,2,0,3,5,8,1270,700,1929,2390,4166,68342,92756,22849,12110,16469,5243,2623,13.2176735572087
"297",265000,3,2,1320,8959,1,0,0,3,7,1320,0,1993,1740,7316,89352,102333,44894,23934,31039,6640,2815,12.4874851049684
"298",446500,3,2.5,2650,7286,2,0,0,3,8,2650,0,1990,2400,7220,93918,113787,36409,18884,24796,7243,3704,13.0091946792987
"299",404000,3,1.5,2030,8880,1,0,0,3,7,1330,700,1963,2140,5592,53143,71222,24681,12269,16958,3293,1439,12.9091701569433
"300",267500,3,1.75,1590,11914,1,0,2,3,7,1090,500,1957,1630,9052,42965,57503,24836,12329,16809,2320,810,12.4968748453182
"302",335000,3,2.5,2440,7632,2,0,0,3,8,2440,0,1998,2510,7903,46250,61010,46008,21432,30004,4648,1865,12.7218858108072
"303",576000,3,2.5,1940,9000,1,0,0,4,7,970,970,1948,2190,7310,92316,108574,31921,19236,23976,9337,6322,13.263862939678
"304",208633,3,2.5,2040,3810,2,0,0,3,8,2040,0,2006,2370,4590,96134,107851,34362,16520,22542,5616,2160,12.2483320065441
"305",315000,3,2.25,2200,8750,1,0,0,4,7,1120,1080,1964,1460,10139,66323,89866,21087,10825,15070,3695,2129,12.6603279178078
"306",725000,3,1.75,1920,3300,1,0,0,4,8,960,960,1913,1740,4000,103816,162949,22230,12734,16892,6256,6715,13.4939269338368
"307",550000,4,2.75,1800,7750,1,0,0,4,8,1400,400,1965,1800,8275,92938,124737,19328,9763,14653,5414,3500,13.2176735572087
"309",550700,2,1,1010,5000,1.5,0,0,4,6,1010,0,1908,1460,5000,49647,91786,45515,22940,20694,7943,7250,13.2189454752506
"310",665000,4,2.75,3320,10574,2,0,0,5,8,2220,1100,1960,2720,8330,73330,94174,33944,18957,24046,6177,2986,13.407542319638
"311",834000,4,2.5,2370,4000,1.5,0,2,5,8,1980,390,1928,2440,5750,62633,93145,28302,16189,21495,6420,3829,13.6339886813409
"316",305000,4,2.25,1950,7700,1,0,0,3,8,1350,600,1979,2150,7350,82134,95411,44430,23280,30762,8545,3142,12.6280670555895
"317",487000,3,2,2590,14052,1,0,0,5,8,1720,870,1948,1570,8162,53836,69529,46329,24878,34944,9717,4648,13.0960194020647
"320",268750,4,1,800,8775,1,0,0,3,6,800,0,1943,1310,8775,66323,89866,21087,10825,15070,3695,2129,12.501536858424
"323",230000,3,2,1450,11204,1,0,0,3,7,1450,0,2003,1520,9518,71555,85389,32194,15530,21493,3623,1278,12.3458345879053
"324",240000,3,1.75,1510,10248,1,0,0,3,7,1510,0,1969,1510,9753,72303,86045,50065,25296,32832,6007,3011,12.3883942023241
"325",232000,2,1,1240,12092,1,0,0,3,6,960,280,1922,1820,7460,58429,79111,26730,12973,18034,3308,1610,12.3544926506484
"326",240500,2,1,1240,12092,1,0,0,3,6,960,280,1922,1820,7460,58429,79111,26730,12973,18034,3308,1610,12.390475368528
"328",740000,4,2,2050,4400,1.5,0,0,4,9,2050,0,1922,2320,5500,75155,103436,23655,17991,19623,8339,5895,13.5144054651804
"329",186375,3,1,1000,7636,1,0,0,2,7,1000,0,1952,1150,7600,66323,89866,21087,10825,15070,3695,2129,12.135516052067
"330",790000,3,2.25,2370,10289,1,0,0,4,9,1590,780,1977,2500,10004,88940,128845,17733,9006,12834,4449,3911,13.5797882244432
"331",880000,4,3.5,2800,6750,2,0,0,3,9,1890,910,1951,2370,6120,49647,91786,45515,22940,20694,7943,7250,13.6876771864544
"333",295000,3,2,1810,10530,1,0,2,3,8,1810,0,1991,1910,10450,62842,82984,21567,10562,15210,2174,895,12.594730635322
"336",260000,4,2.5,1960,5238,2,0,0,3,7,1960,0,2003,1800,5894,96134,107851,34362,16520,22542,5616,2160,12.4684369099977
"337",559900,3,2.75,2930,5569,1,0,0,3,9,1860,1070,2004,2580,11045,106545,144116,22779,11864,15725,5230,3141,13.235513475337
"339",265000,3,1.75,1420,8250,1,0,0,3,7,1420,0,1954,1740,8000,53836,69529,46329,24878,34944,9717,4648,12.4874851049684
"343",425000,3,1.75,2500,6840,1,0,0,3,8,1300,1200,1957,1580,8691,54561,77284,39254,21120,28365,8769,6040,12.9598444479066
"345",552250,4,2.5,2580,5823,2,0,0,3,8,2580,0,2002,2380,5823,120814,136924,13977,7166,8997,3605,1563,13.2217561212824
"346",165000,4,1,1000,7134,1,0,0,3,6,1000,0,1943,1020,7138,60839,74831,25363,12091,17242,3113,1370,12.0137007528827
"347",239900,4,1,1000,7134,1,0,0,3,6,1000,0,1943,1020,7138,60839,74831,25363,12091,17242,3113,1370,12.3879774488278
"349",206600,3,2,1390,13464,1,0,0,4,7,1390,0,1987,1720,12080,52713,65762,36730,16092,22367,3349,1133,12.2385398356677
"350",387000,4,1.75,2500,7690,1,0,0,3,7,1250,1250,1973,2040,8646,75839,93844,34081,17844,25173,6790,4418,12.8661799720119
"353",315000,3,1,1900,14400,1,0,0,4,7,1300,600,1954,1940,14400,66323,89866,21087,10825,15070,3695,2129,12.6603279178078
"356",375000,4,1.75,2200,7475,1,0,0,5,7,1100,1100,1955,1600,5766,55725,76481,44839,21938,31643,6978,4482,12.8346813049525
"357",3e+05,4,2.5,1910,4862,2,0,0,3,7,1910,0,2005,2010,5091,96134,107851,34362,16520,22542,5616,2160,12.6115377536383
"358",420000,4,1,1750,9600,1.5,0,0,4,7,1750,0,1954,1750,10530,113778,152406,37519,18235,25978,9109,6951,12.9480099902596
"360",679900,3,2.5,2440,5750,2,0,2,3,9,1980,460,2000,1520,5750,77781,103895,23968,13416,18608,7160,4064,13.4297010075146
"362",380000,5,2.5,2760,11340,2,0,0,4,9,2760,0,1978,2470,11340,93918,113787,36409,18884,24796,7243,3704,12.8479265317026
"363",329500,4,2.5,1820,7912,2,0,0,3,7,1820,0,1994,1820,8168,96134,107851,34362,16520,22542,5616,2160,12.7053316329247
"364",604950,3,2.5,2110,5608,1,0,0,3,8,1340,770,2013,2040,9363,105449,140627,36105,19304,26215,10665,6318,13.3129010889696
"370",338000,4,3,2090,7500,1,0,0,3,7,1370,720,1986,1810,7650,73330,94174,33944,18957,24046,6177,2986,12.7308011744652
"371",280000,3,2.25,1430,7222,2,0,0,3,7,1430,0,1993,1430,7220,73330,94174,33944,18957,24046,6177,2986,12.5425448821514
"372",315000,4,2.25,2180,10754,1,0,0,5,7,1100,1080,1954,1810,6929,53836,69529,46329,24878,34944,9717,4648,12.6603279178078
"373",530000,4,2.25,2180,10754,1,0,0,5,7,1100,1080,1954,1810,6929,53836,69529,46329,24878,34944,9717,4648,13.1806322855283
"375",297000,3,2.25,1450,7562,2,0,0,3,7,1450,0,1994,1650,7625,73330,94174,33944,18957,24046,6177,2986,12.6014874177848
"377",450000,3,1.75,1640,13500,1,0,0,3,7,1110,530,1940,1770,12600,54561,77284,39254,21120,28365,8769,6040,13.0170028617465
"378",275000,3,3,1590,7750,1,0,0,3,7,1060,530,1997,1680,7500,96134,107851,34362,16520,22542,5616,2160,12.5245263766487
"380",435000,3,1.5,1300,3348,1.5,0,0,3,7,1300,0,1904,1590,2577,62633,93145,28302,16189,21495,6420,3829,12.9831013100708
"383",389000,4,2.25,2130,5337,2,0,0,3,7,2130,0,2001,2300,6930,96630,114944,11143,5672,7326,2416,731,12.8713346226006
"387",365500,3,2,1410,9600,1,0,0,4,7,1410,0,1983,1410,9600,106545,144116,22779,11864,15725,5230,3141,12.809021558172
"388",252350,3,2,1650,7352,1,0,0,3,7,1160,490,1979,1710,7350,82134,95411,44430,23280,30762,8545,3142,12.4385722917684
"389",403950,4,2.5,2120,13780,2,0,0,3,8,2120,0,1993,1880,12000,58429,79111,26730,12973,18034,3308,1610,12.9090463869079
"390",385000,4,1.5,2040,10726,1,0,0,3,7,1380,660,1954,1610,10020,92938,124737,19328,9763,14653,5414,3500,12.8609986132699
"391",345000,4,1,1550,7620,1.5,0,0,3,7,1550,0,1957,1450,7620,53848,67124,24603,13130,17270,4080,1622,12.7512996960135
"392",490000,3,2.75,1980,3128,2,0,0,4,9,1980,0,1979,1950,2856,86005,120029,24751,12214,17928,6228,3554,13.1021606700868
"396",330000,2,1,1220,10000,1,0,0,5,7,1220,0,1950,2000,9600,90588,106180,21568,10783,14892,4806,2727,12.7068479334427
"397",530000,5,2.25,2720,8800,1,0,0,4,7,1500,1220,1958,2110,8800,86005,120029,24751,12214,17928,6228,3554,13.1806322855283
"399",378750,3,2.5,2160,3000,1.5,0,0,3,7,1260,900,1909,1060,3500,55725,76481,44839,21938,31643,6978,4482,12.8446316358057
"400",269900,4,1.75,1530,8750,1.5,0,0,4,7,1530,0,1968,1390,8750,82134,95411,44430,23280,30762,8545,3142,12.5058067990061
"401",557000,3,3.5,1710,2096,2,0,0,3,8,1290,420,2008,1630,1543,60563,89761,35052,22656,25268,9679,6099,13.2303205189094
"403",352000,2,1,940,5000,1,0,0,4,7,940,0,1937,1560,4500,92316,108574,31921,19236,23976,9337,6322,12.7713864545802
"405",322500,4,2.5,1820,6753,2,0,0,3,7,1820,0,1994,1820,7107,96134,107851,34362,16520,22542,5616,2160,12.683858415218
"406",650000,3,3.25,1510,2000,2,0,0,3,9,1330,180,2001,1510,1352,77781,103895,23968,13416,18608,7160,4064,13.3847276418718
"408",278500,3,2,1570,5250,1,0,0,3,7,1570,0,1998,1570,5250,74144,89981,42380,20347,27351,6093,2792,12.5371733383495
"409",364950,4,2.5,1930,6957,2,0,0,3,8,1930,0,1995,2090,6996,61736,75782,22659,12062,16157,3521,1623,12.8075156368798
"411",268000,3,2.5,1550,8134,2,0,0,3,7,1550,0,1991,1550,8134,67793,80105,36390,17983,23631,4197,1828,12.498742259493
"414",577500,3,2.5,2000,7251,2,0,0,3,9,2000,0,1995,2450,8118,81694,102856,42590,23454,30736,10266,5543,13.2664637213781
"415",339000,4,1.5,2390,7480,1.5,0,2,3,7,2390,0,1920,2850,6867,60839,74831,25363,12091,17242,3113,1370,12.7337553863626
"418",423000,4,2.25,2200,9351,1,0,0,5,7,1290,910,1962,1910,8660,53836,69529,46329,24878,34944,9717,4648,12.9551274580284
"419",355000,3,2.25,1860,5028,2,0,0,3,8,1860,0,2012,2320,5465,96630,114944,11143,5672,7326,2416,731,12.7798730684576
"422",625000,3,1.75,1600,9135,1,0,0,5,7,1600,0,1955,1580,9800,113778,152406,37519,18235,25978,9109,6951,13.3455069287185
"423",538000,3,2.5,2250,11632,2,0,0,3,8,2250,0,1988,2360,11632,73330,94174,33944,18957,24046,6177,2986,13.1956138391439
"424",380000,3,2.5,2280,10255,2,0,0,4,8,2280,0,1985,2310,10094,82134,95411,44430,23280,30762,8545,3142,12.8479265317026
"425",375000,2,1,940,5120,1,0,0,3,7,940,0,1909,1300,5120,60563,89761,35052,22656,25268,9679,6099,12.8346813049525
"426",245000,3,2.5,1530,8500,1,0,0,5,7,1030,500,1996,1850,8140,96134,107851,34362,16520,22542,5616,2160,12.4090134895269
"429",397000,4,2,1440,7680,1,0,0,3,7,1200,240,1971,1460,9660,81694,102856,42590,23454,30736,10266,5543,12.8916915596693
"430",365000,3,2.5,2200,4052,2,0,0,3,8,2200,0,2005,2310,5082,82134,95411,44430,23280,30762,8545,3142,12.8076526325646
"431",328500,4,3,2290,8250,2,0,0,3,9,2290,0,1990,2290,8250,89352,102333,44894,23934,31039,6640,2815,12.7022921169068
"434",237000,3,2.5,1490,2138,2,0,0,3,7,1490,0,2005,1490,2094,61736,75782,22659,12062,16157,3521,1623,12.3758154201173
"435",525000,4,2.5,2450,5280,2,0,0,3,8,2450,0,2003,2300,4674,76961,93562,31650,16774,22247,7402,3131,13.1711535415738
"436",749000,4,2.5,1710,9627,1,0,0,3,9,1440,270,1976,2140,9131,113778,152406,37519,18235,25978,9109,6951,13.5264942624994
"440",578000,3,1.75,2120,10875,1,0,2,3,8,1540,580,1977,2460,11760,58429,79111,26730,12973,18034,3308,1610,13.2673291476545
"441",227950,3,1.5,1670,8230,1,0,0,5,7,1670,0,1954,2077,4910,71555,85389,32194,15530,21493,3623,1278,12.3368815856416
"442",196000,3,2.25,2070,11576,2,0,0,3,7,2070,0,1974,1890,7519,71555,85389,32194,15530,21493,3623,1278,12.1858699382127
"443",641000,2,1,1420,5332,1,0,0,3,8,1070,350,1953,2400,5406,49647,91786,45515,22940,20694,7943,7250,13.3707847359028
"445",205000,3,1,940,7980,1,0,0,4,7,940,0,1960,1150,8050,49591,64172,36368,17036,23244,3865,1371,12.2307652581205
"446",4e+05,3,1.75,1920,9102,1,0,0,3,7,1920,0,1968,1920,9760,106545,144116,22779,11864,15725,5230,3141,12.8992198260901
"448",505000,3,2,1260,5460,1,0,0,3,7,1260,0,1972,1510,5460,81694,102856,42590,23454,30736,10266,5543,13.1323137082575
"449",475000,5,2.5,2340,7200,1,0,0,3,7,1300,1040,1975,1930,7221,81694,102856,42590,23454,30736,10266,5543,13.0710700830168
"450",520000,3,2.25,2590,9263,1,0,0,5,8,1440,1150,1977,2580,9450,90588,106180,21568,10783,14892,4806,2727,13.1615840905576
"452",333500,3,1.75,1220,9732,1,0,0,3,7,1220,0,1965,1630,10007,76961,93562,31650,16774,22247,7402,3131,12.7173981443378
"453",232000,3,1,1400,10403,1,0,0,4,6,1400,0,1976,1230,10209,96134,107851,34362,16520,22542,5616,2160,12.3544926506484
"456",551000,3,2.5,2830,5802,2,0,0,3,9,2830,0,2001,2500,5788,90588,106180,21568,10783,14892,4806,2727,13.2194900881351
"457",496500,3,2.5,2260,3640,2,0,0,3,8,2260,0,1994,2350,3710,106545,144116,22779,11864,15725,5230,3141,13.1153387624674
"460",255000,3,1.75,1240,8659,1,0,0,5,7,1240,0,1986,1490,8223,89352,102333,44894,23934,31039,6640,2815,12.4490188241406
"462",348000,3,2.25,2570,8491,2,0,0,4,8,2570,0,1989,2400,8049,89352,102333,44894,23934,31039,6640,2815,12.7599577587566
"463",230000,3,2,1510,3413,2,0,0,3,7,1510,0,1985,1570,3777,67793,80105,36390,17983,23631,4197,1828,12.3458345879053
"464",359500,4,2.25,2390,11250,2,0,0,3,9,2390,0,1988,2480,11250,72303,86045,50065,25296,32832,6007,3011,12.7924694561432
"465",330000,3,1,980,7000,1,0,0,3,6,980,0,1953,1220,7000,53836,69529,46329,24878,34944,9717,4648,12.7068479334427
"467",465000,3,1.75,1480,6360,1,0,0,3,7,1480,0,1954,1480,6360,53836,69529,46329,24878,34944,9717,4648,13.0497926845695
"468",325000,4,2.5,1850,7324,2,0,0,3,8,1850,0,1997,2100,7329,89352,102333,44894,23934,31039,6640,2815,12.6915804613119
"470",342500,3,2.5,1810,5192,2,0,0,3,8,1810,0,1993,1810,6200,96134,107851,34362,16520,22542,5616,2160,12.7440269366844
"471",290900,2,2,1610,17600,2,0,0,3,6,1610,0,1930,1310,12950,60839,74831,25363,12091,17242,3113,1370,12.5807348444833
"476",520000,4,2.25,1890,3006,2,0,0,3,7,1890,0,2003,1580,3000,100725,118764,26586,13667,18180,7016,5137,13.1615840905576
"477",460000,3,2.5,1610,2527,2,0,2,3,9,1080,530,2005,1610,4173,55725,76481,44839,21938,31643,6978,4482,13.0389817684653
"479",315000,2,1,630,6550,1,0,0,3,5,630,0,1918,1420,6550,68342,92756,22849,12110,16469,5243,2623,12.6603279178078
"480",590000,4,2.75,2910,10650,1,0,2,3,8,1780,1130,1975,2920,10988,105449,140627,36105,19304,26215,10665,6318,13.2878778158819
"481",378500,4,1.75,1700,8640,1,0,0,3,7,850,850,1955,1620,9000,113778,152406,37519,18235,25978,9109,6951,12.8439713518596
"482",328500,3,2.5,1950,8130,2,0,0,4,9,1950,0,1990,2350,7691,89352,102333,44894,23934,31039,6640,2815,12.7022921169068
"483",849950,3,3,2990,9773,2,0,0,4,8,2990,0,1973,2230,11553,88940,128845,17733,9006,12834,4449,3911,13.6529328032069
"484",525000,3,1.5,1350,6000,1,0,2,3,7,900,450,1950,1730,6012,90625,106952,15415,9096,12025,4487,2404,13.1711535415738
"486",295000,4,2.5,2160,7725,1,0,0,4,8,1460,700,1978,2060,8250,72303,86045,50065,25296,32832,6007,3011,12.594730635322
"488",207950,2,2,890,5000,1,0,0,3,6,890,0,1917,1860,5000,55725,76481,44839,21938,31643,6978,4482,12.2450529451711
"492",370000,3,2,1680,5036,1,0,1,4,7,1680,0,1987,1680,4921,61736,75782,22659,12062,16157,3521,1623,12.8212582846204
"493",232000,3,1.75,1300,11230,1,0,0,5,7,1300,0,1968,1300,10794,89352,102333,44894,23934,31039,6640,2815,12.3544926506484
"494",669950,5,2.5,2820,14062,2,0,0,4,7,2380,440,1960,1910,10392,81694,102856,42590,23454,30736,10266,5543,13.4149583617168
"495",397500,3,2,1510,6710,1,0,0,3,7,1070,440,1972,1660,6600,81694,102856,42590,23454,30736,10266,5543,12.8929502130765
"496",490000,2,2.5,1230,1391,2,0,0,3,8,870,360,2004,1240,1350,103816,162949,22230,12734,16892,6256,6715,13.1021606700868
"497",725000,4,2,2110,4140,2,0,0,3,9,1710,400,1925,1440,4420,77781,103895,23968,13416,18608,7160,4064,13.4939269338368
"499",625000,2,1.5,1490,5750,1.5,0,0,4,7,1190,300,1900,1590,4025,77781,103895,23968,13416,18608,7160,4064,13.3455069287185
"500",437500,3,2.5,2120,4500,2,0,0,3,7,2120,0,2000,2530,4816,120814,136924,13977,7166,8997,3605,1563,12.9888319847798
"502",475000,2,1,1490,3825,1,0,0,3,7,860,630,1929,1460,3825,92316,108574,31921,19236,23976,9337,6322,13.0710700830168
"503",342000,3,2,1930,11947,1,0,0,4,8,1930,0,1966,2200,12825,89352,102333,44894,23934,31039,6640,2815,12.7425660160447
"505",280000,3,1.5,1670,11610,1,0,0,4,7,1670,0,1963,1930,10200,61736,75782,22659,12062,16157,3521,1623,12.5425448821514
"506",240000,2,1.75,1330,7200,1,0,0,3,7,1330,0,1993,1450,11682,42965,57503,24836,12329,16809,2320,810,12.3883942023241
"507",529000,3,1,1210,3328,1.5,0,0,4,7,1210,0,1924,1640,3333,77170,95689,23488,16073,19719,8553,4848,13.1787437108404
"508",442000,3,1,1190,5100,1,0,0,4,7,1030,160,1941,1690,5100,90625,106952,15415,9096,12025,4487,2404,12.9990651610598
"509",615000,2,1,1540,6872,1,0,0,4,7,820,720,1946,1420,5538,73794,122395,23912,15342,17421,7218,5057,13.3293775467887
"512",480000,4,2.5,2600,7787,2,0,0,3,8,2600,0,2005,2830,7787,93918,113787,36409,18884,24796,7243,3704,13.0815413828841
"514",290000,4,1,1330,8184,1.5,0,0,3,7,1330,0,1949,1220,660,53836,69529,46329,24878,34944,9717,4648,12.5776362019627
"515",615000,3,1.75,1900,5000,1,0,0,5,7,950,950,1951,1770,5000,77781,103895,23968,13416,18608,7160,4064,13.3293775467887
"516",3e+05,2,1,1100,7680,1,0,0,4,7,1100,0,1950,1460,7680,53836,69529,46329,24878,34944,9717,4648,12.6115377536383
"518",750000,3,2.5,2400,7745,2,0,0,3,9,2400,0,2001,2080,8615,105449,140627,36105,19304,26215,10665,6318,13.5278284855125
"521",288000,3,1,1190,7560,1,0,0,5,6,1190,0,1958,1190,7560,82134,95411,44430,23280,30762,8545,3142,12.5707157591181
"522",190000,2,1,630,6000,1,0,0,3,6,630,0,1943,1470,6840,60839,74831,25363,12091,17242,3113,1370,12.1547793511426
"523",515000,5,3,2530,5105,1,0,0,3,8,1520,1010,2005,2290,4011,53836,69529,46329,24878,34944,9717,4648,13.1519221796459
"524",235000,4,1.5,1690,11054,1,0,0,4,5,1690,0,1930,1690,9040,61736,75782,22659,12062,16157,3521,1623,12.3673407931263
"525",275000,2,1,940,5000,1,0,0,3,6,940,0,1951,940,5000,68342,92756,22849,12110,16469,5243,2623,12.5245263766487
"526",727500,2,2,1240,9119,1,0,0,4,7,1240,0,1952,1380,9121,102374,148860,32587,17207,24560,9986,7517,13.4973692780278
"527",650000,4,2.5,3040,6587,2,0,0,3,7,3040,0,2003,2740,6587,120970,152901,21185,10046,14975,5486,4300,13.3847276418718
"529",365000,4,1,1590,7085,1.5,0,0,3,6,1590,0,1944,1320,7085,54561,77284,39254,21120,28365,8769,6040,12.8076526325646
"531",270500,3,2.5,1780,7848,1,0,0,3,7,1320,460,1978,1680,7848,96134,107851,34362,16520,22542,5616,2160,12.5080273772687
"532",2e+05,2,1.5,1360,1898,2,0,0,3,7,1360,0,1978,1360,1898,74144,89981,42380,20347,27351,6093,2792,12.2060726455302
"534",160000,3,1.5,1010,9600,1,0,0,4,7,1010,0,1962,1400,9660,55845,70268,36495,17499,25240,3891,1913,11.982929094216
"535",204000,3,1,1040,7405,1,0,0,4,6,1040,0,1971,1580,7405,71563,91389,4918,2341,3418,595,303,12.2258752728264
"536",358000,3,2.25,1610,6655,2,0,0,4,7,1610,0,1985,1780,7529,82134,95411,44430,23280,30762,8545,3142,12.7882882653828
"537",452000,4,1.75,1570,8268,1,0,0,3,7,1570,0,1979,1870,8190,76961,93562,31650,16774,22247,7402,3131,13.0214374588144
"539",249000,3,2,1360,6082,1,0,0,3,7,1360,0,1994,1360,6987,89352,102333,44894,23934,31039,6640,2815,12.4252081754468
"540",346900,4,2.5,1970,5106,2,0,0,3,8,1970,0,1999,2230,5109,61736,75782,22659,12062,16157,3521,1623,12.7567918329578
"542",280000,4,2.5,1560,4350,2,0,0,3,7,1560,0,2003,1560,4350,73330,94174,33944,18957,24046,6177,2986,12.5425448821514
"543",318888,4,1.75,2320,12000,1,0,0,4,8,2270,50,1973,2120,9880,49591,64172,36368,17036,23244,3865,1371,12.6725952229393
"547",782000,4,2.5,2380,9614,2,0,0,4,10,2380,0,1991,2560,9770,113778,152406,37519,18235,25978,9109,6951,13.5696100195274
"548",259950,2,2,1070,649,2,0,0,3,9,720,350,2008,1070,928,53848,67124,24603,13130,17270,4080,1622,12.4682445838119
"550",215000,2,1,1320,8865,1,0,0,4,6,1320,0,1943,1190,6490,49188,62468,32569,15655,21948,2957,1223,12.2783933071098
"553",451000,3,1.75,1790,9813,2,0,0,3,7,1790,0,1949,1520,10125,75839,93844,34081,17844,25173,6790,4418,13.0192226184848
"554",261000,2,1,750,8125,1,0,0,4,6,750,0,1943,1340,8750,61736,75782,22659,12062,16157,3521,1623,12.4722756863048
"555",396000,3,1.5,1300,8280,1,0,0,5,7,1300,0,1956,1570,8692,90588,106180,21568,10783,14892,4806,2727,12.8891694902366
"558",238000,4,1,1400,7242,1.5,0,0,3,7,1400,0,1959,1310,7314,42965,57503,24836,12329,16809,2320,810,12.3800259526536
"560",331500,4,2.5,2050,10271,2,0,0,3,7,2050,0,1998,2050,8103,89352,102333,44894,23934,31039,6640,2815,12.7113830886081
"565",638700,3,1.75,2080,9162,1,0,0,3,7,1370,710,1960,1870,8944,88940,128845,17733,9006,12834,4449,3911,13.3671901395497
"566",435000,3,2.5,1840,5680,2,0,0,3,7,1840,0,2008,1600,4697,120970,152901,21185,10046,14975,5486,4300,12.9831013100708
"567",260000,3,1,1180,5350,1.5,0,0,4,6,1180,0,1959,1490,5350,60839,74831,25363,12091,17242,3113,1370,12.4684369099977
"568",671500,5,2.75,2160,4000,1.5,0,0,5,7,1530,630,1927,2040,4000,49647,91786,45515,22940,20694,7943,7250,13.4172692949454
"569",610000,3,1,1180,3400,1.5,0,0,3,8,1180,0,1907,1440,3400,85957,105832,24450,17767,20034,8328,6001,13.3212142361495
"571",338900,4,2.5,1830,5612,2,0,0,3,7,1830,0,2003,1830,5998,96134,107851,34362,16520,22542,5616,2160,12.7334603575951
"573",442000,5,3,2560,5445,1.5,0,0,4,7,1760,800,1927,1080,5445,53143,71222,24681,12269,16958,3293,1439,12.9990651610598
"574",650000,5,2.75,2550,5040,1.5,0,0,5,8,2550,0,1902,1590,3840,60563,89761,35052,22656,25268,9679,6099,13.3847276418718
"575",263500,3,1.75,1330,9917,1,0,0,3,7,1040,290,1981,1330,9081,82134,95411,44430,23280,30762,8545,3142,12.4818086469636
"577",266000,3,2.5,1805,3402,2,0,0,3,7,1805,0,2009,2095,3402,45078,54713,33817,14272,21690,2015,637,12.4912515877638
"579",530000,4,2.5,2320,5493,2,0,0,3,8,2320,0,2004,2450,5471,90588,106180,21568,10783,14892,4806,2727,13.1806322855283
"580",180000,3,1,1384,8960,1,0,0,4,6,1384,0,1965,1000,8470,72303,86045,50065,25296,32832,6007,3011,12.1007121298723
"582",264000,3,1.5,1820,10608,1,0,0,4,7,1820,0,1962,1380,8976,46250,61010,46008,21432,30004,4648,1865,12.4837043821285
"583",730000,2,2.25,2130,4920,1.5,0,4,4,7,1530,600,1941,2130,4920,77781,103895,23968,13416,18608,7160,4064,13.5007998131246
